grievance_id,created_at,channel,citizen_text,category,location,latitude,longitude,department,severity,urgency,public_impact,vulnerability,recurrence,priority_score,priority,status,duplicate_cluster_id,related_complaint_count,semantic_similarity,sentiment,sla_hours,recommended_action,actual_resolution_hours,systemic_cluster
GRV-1569,2026-07-18T19:56:00,Mobile App,Water pressure has been very low in Madhapur since 2 days. A school nearby may be affected.,Water Supply,Madhapur,17.450279,78.393405,Water Supply Department,8,3,4,8,1,52,Medium,Assigned,CL-441,3,0.69,Urgent,13,Inspect local pipeline/network,,No
GRV-1570,2026-08-14T02:28:00,Call Center,Water pressure has been very low in Gachibowli since 2 days. A senior citizens may be affected.,Water Supply,Gachibowli,17.442279,78.349084,Water Supply Department,6,4,5,4,4,48,Low,New,CL-293,2,0.88,Urgent,14,Escalate to Zone Water Officer,,No
GRV-1571,2026-07-24T07:16:00,Web,Water pipeline near Kukatpally appears damaged and residents have no supply. A school nearby may be affected.,Water Supply,Kukatpally,17.485036,78.414849,Water Supply Department,9,8,6,3,6,68,Medium,In Progress,CL-150,6,0.4,Concerned,12,Initiate emergency tanker support,,No
GRV-1572,2026-07-29T14:21:00,Walk-in,Repeated complaints about the damaged road have not been resolved.,Roads,Gachibowli,17.440474,78.350916,GHMC Roads Department,5,8,3,7,6,56,Medium,Resolved,CL-241,3,0.44,Negative,53,Escalate to local engineering officer,16.5,No
GRV-1573,2026-07-17T01:59:00,Walk-in,Blocked drainage is creating a severe sanitation problem.,Drainage,Mehdipatnam,17.398393,78.453632,Storm Water & Drainage Department,5,8,7,6,6,63,Medium,Resolved,CL-307,2,0.72,Frustrated,13,Escalate flooding risk to engineering team,17.8,No
GRV-1574,2026-07-17T15:05:00,Mobile App,The storm-water drain near Madhapur is overflowing.,Drainage,Madhapur,17.447985,78.392769,Storm Water & Drainage Department,8,7,5,6,3,62,Medium,Resolved,CL-301,6,0.71,Urgent,15,Clear blocked drain,4.9,No
GRV-1575,2026-07-19T14:30:00,Walk-in,The road near Madhapur has been damaged for 1 days.,Roads,Madhapur,17.449647,78.394151,GHMC Roads Department,6,3,5,3,6,48,Low,Escalated,CL-433,2,0.61,Negative,47,Barricade hazardous section,,No
GRV-1576,2026-08-15T22:37:00,Mobile App,Water pipeline near Gachibowli appears damaged and residents have no supply.,Water Supply,Gachibowli,17.439053,78.347619,Water Supply Department,5,9,8,6,7,68,Medium,New,CL-396,5,0.54,Negative,6,Dispatch field inspection team,,No
GRV-1577,2026-08-02T11:09:00,Web,Heavy rain has caused waterlogging in Begumpet. A residential community may be affected.,Drainage,Begumpet,17.441388,78.47124,Storm Water & Drainage Department,3,4,6,5,2,40,Low,Assigned,CL-323,1,0.56,Concerned,15,Clear blocked drain,,No
GRV-1578,2026-08-05T23:24:00,Walk-in,A broken road section is causing traffic problems near Gachibowli.,Roads,Gachibowli,17.43948,78.345336,GHMC Roads Department,3,8,8,8,1,54,Medium,In Progress,CL-445,4,0.52,Urgent,55,Escalate to local engineering officer,,No
GRV-1579,2026-08-07T00:48:00,Social Media,Uncollected waste is creating foul smell and health concerns. A hospital nearby may be affected.,Sanitation,Dilsukhnagar,17.366863,78.524819,Sanitation Department,6,8,7,9,6,70,High,Resolved,CL-115,3,0.77,Negative,36,Escalate to sanitation supervisor,6.2,No
GRV-1580,2026-07-27T23:49:00,Call Center,Power has been out in our area for 3 hours.,Electricity,Gachibowli,17.439436,78.348474,Electricity Distribution Department,6,5,2,6,6,50,Medium,In Progress,CL-160,5,0.58,Concerned,2,Escalate outage to field engineer,,No
GRV-1581,2026-08-05T09:27:00,Mobile App,Residents are reporting a recurring public safety concern.,Public Safety,Madhapur,17.45165,78.394729,Public Safety Department,4,4,3,6,2,38,Low,Assigned,CL-358,5,0.74,Urgent,6,Initiate immediate risk mitigation,,No
GRV-1582,2026-07-28T05:27:00,Web,Water pressure has been very low in Madhapur since 3 days. A high-footfall public area may be affected.,Water Supply,Madhapur,17.450995,78.390967,Water Supply Department,8,8,3,5,2,56,Medium,New,CL-265,5,0.85,Concerned,18,Dispatch field inspection team,,No
GRV-1583,2026-07-27T01:47:00,Walk-in,Repeated complaints about the damaged road have not been resolved.,Roads,Banjara Hills,17.418878,78.436126,GHMC Roads Department,4,8,2,4,8,50,Medium,Resolved,CL-354,3,0.76,Urgent,56,Schedule pothole repair,24.7,No
GRV-1584,2026-07-29T04:14:00,Walk-in,Water pressure has been very low in Gachibowli since 1 days. A pregnant resident may be affected.,Water Supply,Gachibowli,17.440803,78.349978,Water Supply Department,6,7,7,9,2,62,Medium,In Progress,CL-355,5,0.47,Urgent,8,Inspect local pipeline/network,,No
GRV-1585,2026-07-22T14:43:00,Social Media,The storm-water drain near Mehdipatnam is overflowing. A school nearby may be affected.,Drainage,Mehdipatnam,17.399942,78.451051,Storm Water & Drainage Department,5,9,9,3,8,68,Medium,Assigned,CL-161,5,0.46,Frustrated,18,Inspect storm-water line,,No
GRV-1586,2026-08-16T23:01:00,Walk-in,Our apartment has not received drinking water for 3 days. A residential community may be affected.,Water Supply,Kondapur,17.464869,78.361754,Water Supply Department,6,3,4,6,3,46,Low,In Progress,CL-260,3,0.66,Concerned,15,Dispatch field inspection team,,No
GRV-1587,2026-08-09T21:17:00,Call Center,Residents on our street are facing repeated water outages. A pregnant resident may be affected.,Water Supply,Gachibowli,17.440118,78.34916,Water Supply Department,9,4,8,9,7,75,High,Resolved,CL-375,3,0.76,Concerned,16,Escalate to Zone Water Officer,15.9,No
GRV-1588,2026-07-19T12:24:00,Mobile App,We are facing repeated power cuts in Secunderabad.,Electricity,Secunderabad,17.440991,78.499251,Electricity Distribution Department,4,6,6,2,6,48,Low,Escalated,CL-305,5,0.7,Frustrated,20,Inspect transformer/feed line,,No
GRV-1589,2026-08-18T00:41:00,Mobile App,Drain is blocked near Begumpet and water is accumulating. A school nearby may be affected.,Drainage,Begumpet,17.442962,78.469384,Storm Water & Drainage Department,4,4,9,7,2,52,Medium,In Progress,CL-417,4,0.36,Concerned,18,Clear blocked drain,,No
GRV-1590,2026-07-25T15:50:00,Social Media,A broken road section is causing traffic problems near Gachibowli. A elderly resident may be affected.,Roads,Gachibowli,17.442803,78.351877,GHMC Roads Department,3,4,9,9,8,60,Medium,Resolved,CL-126,3,0.72,Urgent,23,Barricade hazardous section,18.3,No
GRV-1591,2026-07-20T11:45:00,Web,There is an open road crack/pothole near a school in Gachibowli.,Roads,Gachibowli,17.439608,78.351522,GHMC Roads Department,6,9,8,2,7,66,Medium,In Progress,CL-382,4,0.83,Concerned,61,Dispatch road inspection team,,No
GRV-1592,2026-08-16T11:50:00,Call Center,Uncollected waste is creating foul smell and health concerns.,Sanitation,Kukatpally,17.482036,78.411745,Sanitation Department,6,6,3,2,3,44,Low,Escalated,CL-368,4,0.76,Concerned,19,Escalate to sanitation supervisor,,No
GRV-1593,2026-07-29T10:50:00,Web,There is an open road crack/pothole near a school in Madhapur.,Roads,Madhapur,17.450391,78.388684,GHMC Roads Department,6,9,5,8,5,66,Medium,Escalated,CL-352,3,0.51,Concerned,40,Schedule pothole repair,,No
GRV-1594,2026-08-13T23:08:00,Mobile App,Our apartment has not received drinking water for 5 days. A school nearby may be affected.,Water Supply,Kondapur,17.457724,78.362393,Water Supply Department,8,4,6,5,8,64,Medium,In Progress,CL-265,6,0.43,Concerned,10,Inspect local pipeline/network,,No
GRV-1595,2026-08-05T17:20:00,Mobile App,Repeated complaints about the damaged road have not been resolved.,Roads,Banjara Hills,17.418566,78.434556,GHMC Roads Department,7,6,9,6,3,64,Medium,Assigned,CL-324,4,0.7,Concerned,45,Escalate to local engineering officer,,No
GRV-1596,2026-08-11T13:58:00,Mobile App,Transformer near Gachibowli appears overloaded and outages are frequent. A person with disability may be affected.,Electricity,Gachibowli,17.442031,78.347808,Electricity Distribution Department,4,5,3,9,4,48,Low,Resolved,CL-334,4,0.62,Concerned,2,Dispatch line inspection team,2.8,No
GRV-1597,2026-07-25T18:16:00,Mobile App,Power has been out in our area for 18 hours. A pregnant resident may be affected.,Electricity,Kukatpally,17.486417,78.413449,Electricity Distribution Department,7,9,3,9,1,60,Medium,Escalated,CL-262,1,0.66,Frustrated,7,Dispatch line inspection team,,No
GRV-1598,2026-08-09T03:30:00,Call Center,Drain is blocked near Kukatpally and water is accumulating.,Drainage,Kukatpally,17.48722,78.410384,Storm Water & Drainage Department,4,7,6,2,4,47,Low,New,CL-213,6,0.48,Urgent,20,Escalate flooding risk to engineering team,,No
GRV-1599,2026-08-15T01:56:00,Walk-in,No water supply in our locality for 4 days. A local shops may be affected.,Water Supply,Gachibowli,17.444038,78.346914,Water Supply Department,4,7,9,4,1,52,Medium,Resolved,CL-357,0,0.82,Frustrated,20,Initiate emergency tanker support,7.5,No
GRV-1600,2026-08-05T19:19:00,Walk-in,The storm-water drain near Kukatpally is overflowing. A residential community may be affected.,Drainage,Kukatpally,17.480952,78.416947,Storm Water & Drainage Department,7,5,6,4,4,55,Medium,New,CL-246,4,0.5,Concerned,20,Escalate flooding risk to engineering team,,No
GRV-1601,2026-07-25T05:13:00,Walk-in,Transformer near Madhapur appears overloaded and outages are frequent. A elderly resident may be affected.,Electricity,Madhapur,17.445123,78.3899,Electricity Distribution Department,9,6,7,9,3,71,High,In Progress,CL-335,6,0.77,Urgent,11,Inspect transformer/feed line,,No
GRV-1602,2026-08-12T05:38:00,Call Center,Heavy rain has caused waterlogging in Dilsukhnagar.,Drainage,Dilsukhnagar,17.367766,78.52315,Storm Water & Drainage Department,9,4,4,6,3,56,Medium,Resolved,CL-320,3,0.87,Concerned,19,Inspect storm-water line,9.1,No
GRV-1603,2026-07-21T07:29:00,Call Center,Residents are reporting a recurring public safety concern. A hospital nearby may be affected.,Public Safety,Gachibowli,17.438458,78.347888,Public Safety Department,6,3,8,9,1,55,Medium,New,CL-253,6,0.54,Frustrated,6,Inspect hazardous location,,No
GRV-1604,2026-08-04T19:46:00,Walk-in,We are facing repeated power cuts in Secunderabad.,Electricity,Secunderabad,17.441402,78.501571,Electricity Distribution Department,6,9,6,2,2,54,Medium,In Progress,CL-211,5,0.44,Urgent,20,Initiate emergency restoration,,No
GRV-1605,2026-07-18T11:20:00,Mobile App,A large pothole has formed near Madhapur and is dangerous for vehicles.,Roads,Madhapur,17.449018,78.392093,GHMC Roads Department,5,7,7,5,5,58,Medium,Escalated,CL-423,5,0.6,Negative,61,Dispatch road inspection team,,No
GRV-1606,2026-08-17T07:28:00,Call Center,Power interruption has affected homes and local shops. A local shops may be affected.,Electricity,Madhapur,17.446964,78.392921,Electricity Distribution Department,5,8,2,3,2,42,Low,New,CL-317,2,0.87,Concerned,8,Escalate outage to field engineer,,No
GRV-1607,2026-07-16T16:32:00,Web,Our street has repeated missed waste collection complaints. A residential community may be affected.,Sanitation,Secunderabad,17.441775,78.498822,Sanitation Department,9,6,2,8,1,56,Medium,Resolved,CL-362,3,0.36,Concerned,32,Dispatch sanitation crew,24.6,No
GRV-1608,2026-07-21T19:41:00,Walk-in,Water is entering homes due to drainage blockage.,Drainage,Kondapur,17.461722,78.366241,Storm Water & Drainage Department,4,9,3,8,7,58,Medium,New,CL-286,5,0.6,Concerned,16,Escalate flooding risk to engineering team,,No
GRV-1609,2026-07-29T06:34:00,Social Media,No water supply in our locality for 1 days. A elderly resident may be affected.,Water Supply,Gachibowli,17.443503,78.352046,Water Supply Department,5,6,4,9,5,56,Medium,Escalated,CL-138,6,0.67,Urgent,20,Escalate to Zone Water Officer,,No
GRV-1610,2026-07-28T18:59:00,Mobile App,A large pothole has formed near Miyapur and is dangerous for vehicles. A elderly resident may be affected.,Roads,Miyapur,17.496294,78.355169,GHMC Roads Department,7,9,2,9,3,61,Medium,Escalated,CL-127,2,0.87,Concerned,26,Barricade hazardous section,,No
GRV-1611,2026-07-23T19:13:00,Mobile App,Our street has repeated missed waste collection complaints. A elderly resident may be affected.,Sanitation,Banjara Hills,17.415654,78.435326,Sanitation Department,9,8,5,9,7,77,High,In Progress,CL-118,3,0.59,Negative,36,Dispatch sanitation crew,,No
GRV-1612,2026-07-16T00:00:00,Call Center,A broken road section is causing traffic problems near Miyapur. A hospital nearby may be affected.,Roads,Miyapur,17.500466,78.359692,GHMC Roads Department,4,3,7,9,8,58,Medium,Resolved,CL-290,3,0.62,Concerned,36,Escalate to local engineering officer,22.8,No
GRV-1613,2026-07-20T19:33:00,Web,There is a hazardous open section near a school.,Public Safety,Gachibowli,17.44087,78.346579,Public Safety Department,3,5,7,2,3,40,Low,New,CL-209,0,0.45,Urgent,4,Inspect hazardous location,,No
GRV-1614,2026-08-05T13:13:00,Call Center,Our street has repeated missed waste collection complaints. A child may be affected.,Sanitation,Secunderabad,17.440875,78.494528,Sanitation Department,7,4,4,9,6,60,Medium,Assigned,CL-415,0,0.77,Negative,31,Dispatch sanitation crew,,No
GRV-1615,2026-07-19T06:26:00,Social Media,Our street has repeated missed waste collection complaints. A elderly resident may be affected.,Sanitation,Banjara Hills,17.415123,78.437555,Sanitation Department,6,9,4,9,3,62,Medium,New,CL-306,1,0.36,Negative,16,Dispatch sanitation crew,,No
GRV-1616,2026-07-20T20:51:00,Web,Overflowing garbage bins are causing a hygiene issue.,Sanitation,Kukatpally,17.486638,78.412058,Sanitation Department,5,7,3,5,8,54,Medium,New,CL-161,4,0.42,Urgent,21,Dispatch sanitation crew,,No
GRV-1617,2026-07-21T12:37:00,Web,A broken road section is causing traffic problems near Miyapur.,Roads,Miyapur,17.499254,78.360836,GHMC Roads Department,6,8,6,8,3,62,Medium,Resolved,CL-298,5,0.58,Concerned,59,Dispatch road inspection team,5.0,No
GRV-1618,2026-08-19T04:36:00,Social Media,The road near Secunderabad has been damaged for 7 days. A hospital nearby may be affected.,Roads,Secunderabad,17.438002,78.497819,GHMC Roads Department,3,7,9,9,8,66,Medium,In Progress,CL-105,6,0.45,Concerned,37,Schedule pothole repair,,No
GRV-1619,2026-07-18T00:50:00,Social Media,A damaged electric pole is leaning dangerously near homes. A school nearby may be affected.,Public Safety,Charminar,17.35861,78.472517,Public Safety Department,9,6,9,7,2,70,High,Assigned,CL-144,2,0.76,Concerned,7,Initiate immediate risk mitigation,,No
GRV-1620,2026-08-17T10:01:00,Mobile App,Our apartment has not received drinking water for 2 days. A residential community may be affected.,Water Supply,Madhapur,17.448803,78.391744,Water Supply Department,7,3,4,5,4,48,Low,Escalated,CL-353,1,0.8,Urgent,12,Dispatch field inspection team,,No
GRV-1621,2026-08-02T10:54:00,Walk-in,Heavy rain has caused waterlogging in Kukatpally. A hospital nearby may be affected.,Drainage,Kukatpally,17.483272,78.417008,Storm Water & Drainage Department,3,8,4,9,4,52,Medium,Assigned,CL-442,4,0.64,Urgent,12,Escalate flooding risk to engineering team,,No
GRV-1622,2026-07-21T07:09:00,Mobile App,Power has been out in our area for 11 hours. A elderly resident may be affected.,Electricity,Secunderabad,17.43903,78.495576,Electricity Distribution Department,8,7,6,9,4,70,High,Resolved,CL-443,3,0.38,Negative,17,Initiate emergency restoration,20.0,No
GRV-1623,2026-08-13T00:17:00,Call Center,Power has been out in our area for 13 hours. A person with disability may be affected.,Electricity,Uppal,17.401194,78.562973,Electricity Distribution Department,5,4,8,9,2,56,Medium,New,CL-125,1,0.46,Urgent,12,Initiate emergency restoration,,No
GRV-1624,2026-07-31T14:53:00,Social Media,Repeated complaints about the damaged road have not been resolved.,Roads,Secunderabad,17.437248,78.499978,GHMC Roads Department,6,4,3,8,6,53,Medium,Assigned,CL-309,0,0.86,Concerned,69,Escalate to local engineering officer,,No
GRV-1625,2026-08-15T05:46:00,Call Center,Waste is piling up near residential buildings in Jubilee Hills.,Sanitation,Jubilee Hills,17.436465,78.403765,Sanitation Department,8,6,8,5,1,61,Medium,Resolved,CL-370,2,0.82,Negative,29,Dispatch sanitation crew,28.6,No
GRV-1626,2026-08-12T19:24:00,Web,An unsafe public area near Secunderabad has recurring incidents. A senior citizens may be affected.,Public Safety,Secunderabad,17.440505,78.49524,Public Safety Department,8,5,3,8,8,64,Medium,In Progress,CL-403,6,0.68,Frustrated,2,Escalate to local safety officer,,No
GRV-1627,2026-08-16T02:49:00,Social Media,Garbage has not been collected in Secunderabad for 7 days. A school nearby may be affected.,Sanitation,Secunderabad,17.437346,78.499344,Sanitation Department,9,6,9,6,1,68,Medium,Escalated,CL-154,5,0.79,Frustrated,39,Inspect waste accumulation point,,No
GRV-1628,2026-07-29T04:29:00,Social Media,Water pipeline near HITEC City appears damaged and residents have no supply.,Water Supply,HITEC City,17.444686,78.379126,Water Supply Department,5,5,7,4,4,51,Medium,Resolved,CL-421,0,0.59,Concerned,14,Inspect local pipeline/network,5.1,No
GRV-1629,2026-08-11T14:25:00,Walk-in,Repeated complaints about the damaged road have not been resolved. A local shops may be affected.,Roads,Gachibowli,17.437717,78.351748,GHMC Roads Department,9,9,5,4,5,68,Medium,In Progress,CL-393,0,0.84,Negative,32,Escalate to local engineering officer,,No
GRV-1630,2026-07-18T13:12:00,Walk-in,Waste is piling up near residential buildings in Madhapur. A school nearby may be affected.,Sanitation,Madhapur,17.451118,78.388666,Sanitation Department,3,4,6,6,5,46,Low,New,CL-424,5,0.56,Urgent,17,Inspect waste accumulation point,,No
GRV-1631,2026-07-17T01:15:00,Walk-in,Drain is blocked near Kukatpally and water is accumulating.,Drainage,Kukatpally,17.482696,78.415361,Storm Water & Drainage Department,8,9,6,6,2,66,Medium,New,CL-206,3,0.89,Concerned,23,Clear blocked drain,,No
